Query execution time,CPU load,Memory usage,#Results,HTTP requests
Query 12 - 100 persons - probability 0.001
0.415,12.74,74.11,0,8
0.444,13.17,73.91,0,8
0.402,12.62,73.67,0,8
Query 12 - 100 persons - probability 0.01
0.429,14.16,78.10,0,12
0.455,12.86,77.45,0,12
0.486,13.60,77.32,0,12
Query 12 - 100 persons - probability 0.016
0.453,12.91,77.86,0,18
0.462,13.53,77.40,0,18
0.451,12.11,77.61,0,18
Query 12 - 500 persons - probability 0.001
3.687,13.29,86.92,1,33
3.649,12.74,86.55,1,33
3.788,13.20,85.50,1,33
Query 12 - 500 persons - probability 0.01
3.786,13.31,92.14,1,52
3.597,12.76,92.40,1,52
3.621,13.37,91.93,1,52
Query 12 - 500 persons - probability 0.016
3.620,13.16,92.86,1,59
3.608,13.31,92.21,1,59
3.655,13.20,91.98,1,59
Query 12 - 1000 persons - probability 0.001
11.920,12.81,104.52,2,77
11.932,12.77,105.14,2,77
12.593,12.77,103.69,2,77
Query 12 - 1000 persons - probability 0.01
11.913,12.57,115.57,2,106
11.999,12.71,114.62,2,106
11.935,12.78,116.45,2,106
Query 12 - 1000 persons - probability 0.016
12.279,12.57,115.48,2,124
12.472,12.65,116.05,2,124
12.096,12.67,118.23,2,124
Query 12 - 2000 persons - probability 0.001
52.463,12.58,142.51,3,161
52.085,12.54,143.00,3,161
52.464,12.53,142.56,3,161
Query 12 - 2000 persons - probability 0.01
51.914,12.60,155.96,3,210
52.034,12.61,157.38,3,210
52.466,12.58,157.10,3,210
Query 12 - 2000 persons - probability 0.016
52.968,12.49,175.64,3,269
52.274,12.50,175.39,3,269
54.691,12.53,176.13,3,269
Query 12 - 3500 persons - probability 0.001
158.020,12.51,193.88,3,283
156.429,12.52,194.39,3,283
156.568,12.52,194.36,3,283
Query 12 - 3500 persons - probability 0.01
157.807,12.49,221.90,3,369
157.058,12.52,223.54,3,369
158.770,12.51,222.89,3,369
Query 12 - 3500 persons - probability 0.016
157.807,12.52,169.96,3,479
160.369,12.53,170.70,3,479
158.687,12.51,226.48,3,479
Query 13 - 10 persons - probability 0.001
0.266,12.45,73.48,1,20
0.241,10.54,73.86,1,20
0.235,14.04,74.18,1,20
Query 13 - 10 persons - probability 0.01
0.245,11.94,73.78,1,20
0.237,10.66,73.66,1,20
0.234,9.99,73.90,1,20
Query 13 - 10 persons - probability 0.016
0.232,15.19,73.57,1,20
0.235,13.19,73.73,1,20
0.234,9.15,73.50,1,20
Query 13 - 100 persons - probability 0.001
1.929,13.05,112.97,1,300
1.782,13.37,113.93,1,300
1.851,14.46,112.39,1,300
Query 13 - 100 persons - probability 0.01
1.851,13.83,113.50,1,303
1.785,13.34,115.81,1,303
1.794,12.52,114.50,1,303
Query 13 - 100 persons - probability 0.016
1.517,14.03,111.68,1,200
1.490,13.75,110.51,1,200
1.547,16.78,110.21,1,200
Query 13 - 500 persons - probability 0.001
7.856,12.56,173.00,1,1311
6.897,12.57,297.25,1,1311
6.723,12.63,299.64,1,1311
Query 13 - 500 persons - probability 0.01
6.856,13.05,298.59,1,1323
6.675,12.46,297.70,1,1323
6.808,12.68,279.50,1,1323
Query 13 - 500 persons - probability 0.016
6.773,12.51,300.71,1,1314
6.799,13.33,298.04,1,1314
7.248,12.61,296.52,1,1314
Query 13 - 1000 persons - probability 0.001
12.105,12.21,515.80,1,2408
11.637,12.94,522.75,1,2408
11.841,12.67,515.19,1,2408
Query 13 - 1000 persons - probability 0.01
11.817,12.10,525.62,1,2430
12.248,12.29,517.05,1,2430
11.952,12.11,522.61,1,2430
Query 13 - 1000 persons - probability 0.016
12.486,11.81,519.64,1,2407
11.880,12.11,516.12,1,2407
12.301,12.15,519.46,1,2407
Query 13 - 2000 persons - probability 0.001
20.731,12.52,869.65,1,4113
19.962,12.67,847.04,1,4113
20.807,12.53,863.73,1,4113
Query 13 - 2000 persons - probability 0.01
20.786,12.12,841.78,1,4156
20.419,12.34,835.67,1,4156
20.982,11.72,842.02,1,4156
Query 13 - 2000 persons - probability 0.016
20.492,12.28,844.89,1,4131
20.087,12.50,871.39,1,4131
20.483,12.56,857.88,1,4131
Query 13 - 3500 persons - probability 0.001
30.459,11.91,1523.13,1,6029
31.229,12.20,1508.16,1,6029
30.464,11.73,1508.88,1,6029
Query 13 - 3500 persons - probability 0.01
31.744,12.08,1546.06,1,6108
31.089,12.20,1519.81,1,6108
30.935,12.15,1465.57,1,6108
Query 13 - 3500 persons - probability 0.016
31.087,12.35,1507.66,1,6038
30.394,12.13,1527.88,1,6038
30.891,12.22,1520.04,1,6038
Query 14 - 10 persons - probability 0.001
0.097,17.98,63.88,0,20
0.093,12.50,63.77,0,20
0.093,14.49,64.36,0,20
Query 14 - 10 persons - probability 0.01
0.090,17.03,63.90,0,20
0.098,9.97,63.77,0,20
0.119,13.24,63.67,0,20
Query 14 - 10 persons - probability 0.016
0.174,13.51,64.39,0,20
0.150,11.67,64.41,0,20
0.142,13.73,64.36,0,20
Query 14 - 100 persons - probability 0.001
1.019,8.62,79.07,0,198
0.863,9.95,78.79,0,198
1.022,13.75,110.91,0,198
Query 14 - 100 persons - probability 0.01
0.448,15.67,76.41,0,198
0.442,15.01,75.84,0,198
0.445,15.33,75.88,0,198
Query 14 - 100 persons - probability 0.016
1.137,13.21,108.95,0,198
1.015,12.71,103.77,0,198
1.040,12.57,103.89,0,198
Query 14 - 500 persons - probability 0.001
6.850,12.06,308.85,1,1310
6.739,12.93,290.59,1,1310
6.791,12.62,301.61,1,1310
Query 14 - 500 persons - probability 0.01
7.361,12.39,290.19,1,1329
6.953,12.28,301.89,1,1329
6.826,12.50,302.54,1,1329
Query 14 - 500 persons - probability 0.016
6.775,12.34,295.43,1,1314
6.754,12.58,294.07,1,1314
6.789,12.60,317.03,1,1314
Query 14 - 1000 persons - probability 0.001
22.879,12.14,684.33,4,4498
22.441,12.34,686.16,4,4498
21.819,12.07,681.70,4,4498
Query 14 - 1000 persons - probability 0.01
23.077,12.38,705.50,4,4566
22.596,12.33,699.78,4,4566
23.289,12.24,701.07,4,4566
Query 14 - 1000 persons - probability 0.016
22.048,12.17,695.19,4,4506
22.049,12.37,694.55,4,4506
22.709,11.79,699.43,4,4506
Query 14 - 2000 persons - probability 0.001
89.796,8.25,307.82,7,10455
75.199,9.26,281.68,7,10455
77.091,8.97,266.08,7,10455
Query 14 - 2000 persons - probability 0.01
74.751,8.93,423.14,7,10575
72.224,9.36,1415.26,7,10575
75.499,8.86,441.34,7,10575
Query 14 - 2000 persons - probability 0.016
74.347,9.12,405.53,7,10436
75.039,9.04,418.50,7,10436
74.753,9.29,322.22,7,10436
Query 14 - 3500 persons - probability 0.001
154.481,8.79,450.90,10,17480
135.609,9.59,191.20,10,17480
136.301,9.38,247.10,10,17480
Query 14 - 3500 persons - probability 0.01
138.829,9.14,471.33,10,17833
135.897,9.38,271.77,10,17833
147.018,9.05,275.87,10,17833
Query 14 - 3500 persons - probability 0.016
135.461,9.52,417.88,10,17327
133.981,9.39,625.28,10,17327
134.861,9.31,477.92,10,17327
Query 15 - 10 persons - probability 0.001
0.087,13.51,63.81,0,10
0.088,8.57,64.29,0,10
0.087,9.05,63.87,0,10
Query 15 - 10 persons - probability 0.01
0.127,10.83,64.38,0,11
0.124,12.60,64.23,0,11
0.122,15.96,64.02,0,11
Query 15 - 10 persons - probability 0.016
0.089,17.36,64.09,0,10
0.086,15.66,63.69,0,10
0.087,17.76,64.17,0,10
Query 15 - 100 persons - probability 0.001
0.680,11.18,77.65,0,101
0.793,11.08,78.28,0,101
0.740,11.88,77.29,0,101
Query 15 - 100 persons - probability 0.01
0.815,12.45,76.84,0,103
0.743,11.31,77.12,0,103
0.689,11.90,77.36,0,103
Query 15 - 100 persons - probability 0.016
0.422,12.97,75.37,0,100
0.431,15.86,75.74,0,100
0.427,14.14,75.84,0,100
Query 15 - 500 persons - probability 0.001
3.561,8.94,98.63,0,1007
3.373,9.37,98.29,0,1007
3.399,10.00,102.62,0,1007
Query 15 - 500 persons - probability 0.01
3.536,10.44,106.12,0,1016
3.442,9.37,98.42,0,1016
3.403,10.45,102.36,0,1016
Query 15 - 500 persons - probability 0.016
3.264,9.75,98.14,0,1001
3.318,10.71,99.06,0,1001
3.397,9.78,102.56,0,1001
Query 15 - 1000 persons - probability 0.001
15.430,13.70,429.52,1,3014
14.808,13.95,423.54,1,3014
14.508,14.06,426.93,1,3014
Query 15 - 1000 persons - probability 0.01
14.848,13.68,1052.23,1,3034
15.529,13.55,428.74,1,3034
14.843,13.75,1056.63,1,3034
Query 15 - 1000 persons - probability 0.016
14.685,13.51,451.33,1,3014
15.363,12.93,428.75,1,3014
15.580,13.83,761.24,1,3014
Query 15 - 2000 persons - probability 0.001
28.996,13.16,847.34,2,6020
29.765,13.29,1153.48,2,6020
29.159,13.54,1091.48,2,6020
Query 15 - 2000 persons - probability 0.01
29.565,12.75,2297.16,2,6058
30.018,13.10,1168.38,2,6058
29.922,12.81,841.61,2,6058
Query 15 - 2000 persons - probability 0.016
30.023,12.99,1105.54,2,6035
30.760,13.19,1128.31,2,6035
30.204,12.68,2292.19,2,6035
Query 15 - 3500 persons - probability 0.001
52.817,12.72,2812.72,2,10526
51.467,12.80,2856.98,2,10526
51.219,13.36,2822.13,2,10526
Query 15 - 3500 persons - probability 0.01
51.466,13.21,2823.05,2,10580
51.810,13.10,2865.37,2,10580
51.596,12.96,2846.95,2,10580
Query 15 - 3500 persons - probability 0.016
51.044,13.12,2817.75,2,10553
51.442,13.05,2822.36,2,10553
51.364,13.02,2912.65,2,10553
